show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4628,Movie,Ozark 1,Guillermo del Toro,"Leonardo DiCaprio, Meryl Streep, Cate Blanchett, Tom Hanks",France,"February 24, 2022",2021,TV-PG,172 min,"Romantic Movies, Dramas",A story about Ozark.
s4629,TV Show,Mindhunter 14,Ava DuVernay,"Brad Pitt, Jennifer Aniston, Meryl Streep, Tom Hanks",United States,"September 22, 2015",2014,TV-MA,5 Season,Children & Family Movies,A story about Mindhunter.
s4630,TV Show,Lupin 48,Christopher Nolan,"Cate Blanchett, Brad Pitt, Tom Hanks",Spain,"December 19, 2021",2019,TV-MA,5 Season,Sci-Fi & Fantasy,A story about Lupin.
s4631,Movie,Inception 15,Alfonso Cuarón,"Leonardo DiCaprio, Jennifer Aniston, Meryl Streep, Brad Pitt",France,"January 1, 2010",2008,PG-13,170 min,Horror Movies,A story about Inception.
s4632,TV Show,The Irishman 35,Guillermo del Toro,"Cate Blanchett, Brad Pitt, Leonardo DiCaprio, Tom Hanks",South Korea,"February 9, 2021",2020,PG,5 Season,Thrillers,A story about The.
s4633,TV Show,Bird Box 11,Martin Scorsese,"Cate Blanchett, Jennifer Aniston",Canada,"November 11, 2021",2021,PG-13,4 Season,Sci-Fi & Fantasy,A story about Bird.
s4634,TV Show,Extraction 40,Alfonso Cuarón,"Jennifer Aniston, Leonardo DiCaprio, Meryl Streep",United Kingdom,"February 8, 2021",2019,PG-13,1 Season,"Romantic Movies, International Movies",A story about Extraction.
s4635,Movie,The Old Guard 16,,"Cate Blanchett, Meryl Streep, Jennifer Aniston, Leonardo DiCaprio",France,"September 3, 2016",2016,TV-MA,92 min,International Movies,A story about The.
s4636,TV Show,Bright 21,Guillermo del Toro,"Brad Pitt, Cate Blanchett, Tom Hanks",India,"June 20, 2020",2018,TV-MA,5 Season,International Movies,A story about Bright.
s4637,Movie,Triple Frontier 5,Ryan Murphy,"Jennifer Aniston, Brad Pitt",India,"October 24, 2022",2021,TV-PG,119 min,Romantic Movies,A story about Triple.
s4638,Movie,6 Underground 2,Ryan Murphy,"Brad Pitt, Leonardo DiCaprio",United Kingdom,"February 12, 2011",2011,TV-PG,71 min,Documentaries,A story about 6.
s4639,Movie,Project Power 36,David Fincher,"Meryl Streep, Jennifer Aniston",United States,"February 13, 2016",2016,TV-14,106 min,Romantic Movies,A story about Project.
s4640,Movie,Army of Thieves 15,David Fincher,"Leonardo DiCaprio, Jennifer Aniston, Brad Pitt",United States,"April 7, 2011",2010,TV-MA,121 min,"Children & Family Movies, Action & Adventure",A story about Army.
s4641,Movie,The Crown 33,Guillermo del Toro,"Jennifer Aniston, Cate Blanchett, Brad Pitt, Meryl Streep",United States,"May 8, 2018",2016,PG-13,94 min,"Documentaries, Children & Family Movies",A story about The.
s4642,Movie,Stranger Things 9,,"Tom Hanks, Leonardo DiCaprio, Meryl Streep",India,"February 5, 2013",2012,TV-MA,132 min,Thrillers,A story about Stranger.
s4643,Movie,Breaking Bad 21,,"Cate Blanchett, Brad Pitt, Jennifer Aniston",India,"March 11, 2021",2019,TV-PG,146 min,"Children & Family Movies, Comedies",A story about Breaking.
s4644,TV Show,Narcos 17,Ryan Murphy,"Jennifer Aniston, Tom Hanks, Leonardo DiCaprio, Cate Blanchett",United States,"April 11, 2008",2008,PG,1 Season,"Documentaries, Children & Family Movies",A story about Narcos.
s4645,Movie,Dark 5,Christopher Nolan,"Brad Pitt, Cate Blanchett",India,"August 23, 2008",2008,TV-MA,159 min,"Children & Family Movies, International Movies",A story about Dark.
s4646,Movie,Money Heist 22,Martin Scorsese,"Jennifer Aniston, Leonardo DiCaprio, Tom Hanks, Brad Pitt",United States,"May 17, 2009",2009,TV-14,72 min,"Horror Movies, Children & Family Movies",A story about Money.
s4647,Movie,Squid Game 1,David Fincher,"Jennifer Aniston, Tom Hanks",India,"February 11, 2022",2021,R,179 min,Action & Adventure,A story about Squid.
s4648,TV Show,Ozark 44,Ava DuVernay,"Jennifer Aniston, Meryl Streep",United States,"December 5, 2010",2009,TV-MA,5 Season,Thrillers,A story about Ozark.
s4649,TV Show,Mindhunter 31,Martin Scorsese,"Jennifer Aniston, Cate Blanchett, Brad Pitt",United States,"June 25, 2015",2015,TV-PG,1 Season,International Movies,A story about Mindhunter.
s4650,Movie,Lupin 33,,"Tom Hanks, Jennifer Aniston, Leonardo DiCaprio, Cate Blanchett",United Kingdom,"October 6, 2017",2015,TV-MA,172 min,Documentaries,A story about Lupin.
s4651,TV Show,Inception 46,Martin Scorsese,,India,"November 10, 2009",2009,PG-13,4 Season,"Dramas, Children & Family Movies",A story about Inception.
s4652,TV Show,The Irishman 44,David Fincher,"Brad Pitt, Tom Hanks, Leonardo DiCaprio, Jennifer Aniston",Spain,"January 17, 2011",2010,PG,5 Season,Comedies,A story about The.
s4653,Movie,Bird Box 41,Ryan Murphy,"Cate Blanchett, Meryl Streep, Tom Hanks",France,"July 24, 2012",2012,R,165 min,Documentaries,A story about Bird.
s4654,Movie,Extraction 38,,"Jennifer Aniston, Leonardo DiCaprio, Tom Hanks, Meryl Streep",United States,"March 7, 2010",2010,TV-MA,80 min,"Comedies, Sci-Fi & Fantasy",A story about Extraction.
s4655,TV Show,The Old Guard 31,,"Brad Pitt, Tom Hanks, Cate Blanchett",Canada,"October 4, 2020",2019,TV-MA,2 Season,"Dramas, Action & Adventure",A story about The.
s4656,TV Show,Bright 42,,"Jennifer Aniston, Meryl Streep",Japan,"July 7, 2008",2008,TV-14,5 Season,Horror Movies,A story about Bright.
s4657,TV Show,Triple Frontier 25,Ava DuVernay,"Brad Pitt, Jennifer Aniston",Japan,"March 23, 2019",2017,TV-MA,4 Season,Romantic Movies,A story about Triple.
s4658,TV Show,6 Underground 17,,"Jennifer Aniston, Leonardo DiCaprio, Tom Hanks, Cate Blanchett",India,"May 17, 2019",2017,PG-13,1 Season,Romantic Movies,A story about 6.
s4659,Movie,Project Power 26,,"Meryl Streep, Tom Hanks, Jennifer Aniston, Leonardo DiCaprio",India,"September 18, 2014",2014,R,169 min,Action & Adventure,A story about Project.
s4660,Movie,Army of Thieves 27,Alfonso Cuarón,"Jennifer Aniston, Leonardo DiCaprio",United States,"May 1, 2010",2008,TV-MA,129 min,"Horror Movies, Sci-Fi & Fantasy",A story about Army.
s4661,TV Show,The Crown 35,Guillermo del Toro,"Cate Blanchett, Jennifer Aniston",United States,"December 17, 2008",2008,TV-MA,1 Season,Romantic Movies,A story about The.
s4662,Movie,Stranger Things 10,,"Cate Blanchett, Tom Hanks, Brad Pitt, Jennifer Aniston",India,"August 22, 2015",2015,TV-PG,169 min,Thrillers,A story about Stranger.
s4663,Movie,Breaking Bad 13,,"Brad Pitt, Leonardo DiCaprio, Cate Blanchett, Tom Hanks",Brazil,"November 1, 2018",2017,TV-MA,176 min,"Action & Adventure, Dramas",A story about Breaking.
s4664,Movie,Narcos 41,,"Brad Pitt, Tom Hanks, Leonardo DiCaprio, Cate Blanchett",United States,"February 24, 2014",2013,TV-MA,162 min,Thrillers,A story about Narcos.
s4665,TV Show,Dark 1,Martin Scorsese,"Meryl Streep, Leonardo DiCaprio",South Korea,"October 25, 2014",2012,NR,5 Season,Thrillers,A story about Dark.
s4666,Movie,Money Heist 25,Ava DuVernay,"Brad Pitt, Jennifer Aniston, Meryl Streep",South Korea,"August 17, 2020",2018,R,99 min,Documentaries,A story about Money.
s4667,Movie,Squid Game 10,,"Tom Hanks, Brad Pitt, Jennifer Aniston, Meryl Streep",United States,"March 9, 2011",2011,TV-14,169 min,Children & Family Movies,A story about Squid.
s4668,Movie,Ozark 49,Ryan Murphy,"Leonardo DiCaprio, Jennifer Aniston, Tom Hanks, Meryl Streep",United States,"August 24, 2018",2018,TV-14,109 min,"Comedies, Horror Movies",A story about Ozark.
s4669,TV Show,Mindhunter 47,Ryan Murphy,"Leonardo DiCaprio, Brad Pitt",United States,"September 21, 2014",2014,TV-MA,4 Season,Sci-Fi & Fantasy,A story about Mindhunter.
s4670,TV Show,Lupin 48,Martin Scorsese,"Brad Pitt, Leonardo DiCaprio",Brazil,"April 25, 2011",2011,R,1 Season,Documentaries,A story about Lupin.
s4671,Movie,Inception 39,David Fincher,"Cate Blanchett, Meryl Streep, Brad Pitt",United Kingdom,"January 2, 2011",2009,TV-MA,136 min,Comedies,A story about Inception.
s4672,TV Show,The Irishman 24,,"Cate Blanchett, Meryl Streep",France,"April 13, 2020",2020,TV-MA,2 Season,"Documentaries, Horror Movies",A story about The.
s4673,TV Show,Bird Box 15,,"Cate Blanchett, Brad Pitt, Tom Hanks",South Korea,"July 22, 2019",2019,TV-14,4 Season,"Comedies, Horror Movies",A story about Bird.
s4674,Movie,Extraction 44,David Fincher,"Brad Pitt, Tom Hanks",United States,"October 26, 2018",2016,R,115 min,"Romantic Movies, Children & Family Movies",A story about Extraction.
s4675,Movie,The Old Guard 1,Ava DuVernay,"Leonardo DiCaprio, Tom Hanks",Brazil,"August 5, 2009",2008,TV-PG,95 min,"Romantic Movies, International Movies",A story about The.
s4676,Movie,Bright 5,Alfonso Cuarón,"Cate Blanchett, Meryl Streep, Tom Hanks, Brad Pitt",United States,"December 17, 2015",2013,TV-PG,76 min,"Comedies, Horror Movies",A story about Bright.
s4677,TV Show,Triple Frontier 23,Ryan Murphy,"Leonardo DiCaprio, Cate Blanchett, Brad Pitt, Jennifer Aniston",United States,"August 26, 2014",2012,TV-14,3 Season,Sci-Fi & Fantasy,A story about Triple.
s4678,TV Show,6 Underground 47,Ava DuVernay,"Brad Pitt, Cate Blanchett, Tom Hanks, Leonardo DiCaprio",France,"January 5, 2020",2018,TV-PG,4 Season,International Movies,A story about 6.
s4679,Movie,Project Power 4,,"Meryl Streep, Brad Pitt, Tom Hanks, Jennifer Aniston",United States,"April 15, 2008",2008,TV-PG,177 min,Sci-Fi & Fantasy,A story about Project.
s4680,Movie,Army of Thieves 9,Martin Scorsese,"Leonardo DiCaprio, Jennifer Aniston",United States,"May 6, 2018",2016,TV-14,109 min,Romantic Movies,A story about Army.
s4681,TV Show,The Crown 16,Ryan Murphy,"Leonardo DiCaprio, Brad Pitt",United States,"April 21, 2009",2009,R,3 Season,"Horror Movies, Dramas",A story about The.
s4682,TV Show,Stranger Things 13,Martin Scorsese,"Leonardo DiCaprio, Tom Hanks, Cate Blanchett, Jennifer Aniston",United States,"May 16, 2013",2013,TV-MA,4 Season,"Horror Movies, Thrillers",A story about Stranger.
s4683,Movie,Breaking Bad 34,Ryan Murphy,"Cate Blanchett, Jennifer Aniston",United States,"July 14, 2021",2021,TV-PG,76 min,"Comedies, Dramas",A story about Breaking.
s4684,Movie,Narcos 12,Ava DuVernay,"Leonardo DiCaprio, Brad Pitt, Tom Hanks, Meryl Streep",United States,"November 5, 2020",2018,TV-MA,159 min,Horror Movies,A story about Narcos.
s4685,Movie,Dark 38,Ryan Murphy,"Jennifer Aniston, Leonardo DiCaprio, Brad Pitt, Meryl Streep",United States,"March 7, 2012",2012,TV-MA,74 min,"International Movies, Comedies",A story about Dark.
s4686,Movie,Money Heist 29,David Fincher,"Cate Blanchett, Tom Hanks, Leonardo DiCaprio, Meryl Streep",Spain,"June 16, 2016",2015,TV-14,148 min,Comedies,A story about Money.
s4687,Movie,Squid Game 21,,"Cate Blanchett, Brad Pitt",India,"December 12, 2014",2012,PG-13,102 min,"Dramas, Children & Family Movies",A story about Squid.
s4688,TV Show,Ozark 14,David Fincher,"Jennifer Aniston, Meryl Streep, Leonardo DiCaprio",United States,"September 7, 2019",2017,TV-14,3 Season,International Movies,A story about Ozark.
s4689,Movie,Mindhunter 22,Guillermo del Toro,"Tom Hanks, Brad Pitt, Jennifer Aniston, Leonardo DiCaprio",United States,"September 13, 2018",2017,R,110 min,Thrillers,A story about Mindhunter.
s4690,Movie,Lupin 11,David Fincher,"Leonardo DiCaprio, Brad Pitt",South Korea,"May 21, 2013",2012,TV-14,152 min,International Movies,A story about Lupin.
s4691,Movie,Inception 4,Guillermo del Toro,"Tom Hanks, Leonardo DiCaprio, Brad Pitt, Cate Blanchett",Canada,"August 6, 2018",2017,PG-13,131 min,Thrillers,A story about Inception.
s4692,TV Show,The Irishman 28,Martin Scorsese,"Cate Blanchett, Leonardo DiCaprio, Tom Hanks, Jennifer Aniston",India,"May 17, 2021",2021,TV-14,2 Season,Dramas,A story about The.
s4693,TV Show,Bird Box 37,Christopher Nolan,"Brad Pitt, Jennifer Aniston, Tom Hanks, Leonardo DiCaprio",India,"March 11, 2017",2016,R,2 Season,"Action & Adventure, Romantic Movies",A story about Bird.
s4694,Movie,Extraction 22,,"Cate Blanchett, Brad Pitt",Germany,"September 18, 2020",2018,TV-PG,133 min,"Horror Movies, Comedies",A story about Extraction.
s4695,Movie,The Old Guard 34,Guillermo del Toro,"Brad Pitt, Tom Hanks, Meryl Streep, Cate Blanchett",United States,"April 13, 2010",2008,TV-14,110 min,Romantic Movies,A story about The.
s4696,Movie,Bright 14,Guillermo del Toro,"Meryl Streep, Brad Pitt",United States,"May 24, 2010",2010,TV-PG,94 min,International Movies,A story about Bright.
s4697,Movie,Triple Frontier 45,Ava DuVernay,"Meryl Streep, Cate Blanchett, Tom Hanks",United Kingdom,"June 22, 2017",2015,TV-14,154 min,Horror Movies,A story about Triple.
s4698,TV Show,6 Underground 21,Alfonso Cuarón,"Meryl Streep, Jennifer Aniston, Leonardo DiCaprio, Brad Pitt",United States,"October 16, 2017",2017,TV-MA,1 Season,"Action & Adventure, Romantic Movies",A story about 6.
s4699,Movie,Project Power 47,Christopher Nolan,"Brad Pitt, Tom Hanks",United Kingdom,"April 9, 2011",2009,PG,131 min,Romantic Movies,A story about Project.
s4700,Movie,Army of Thieves 24,,"Brad Pitt, Meryl Streep, Tom Hanks, Cate Blanchett",United States,"February 19, 2021",2019,TV-14,163 min,"Dramas, Thrillers",A story about Army.
s4701,Movie,The Crown 9,,"Tom Hanks, Jennifer Aniston, Cate Blanchett, Meryl Streep",India,"June 3, 2022",2021,TV-PG,151 min,Romantic Movies,A story about The.
s4702,Movie,Stranger Things 22,Ryan Murphy,"Tom Hanks, Leonardo DiCaprio",Japan,"August 15, 2014",2013,TV-MA,119 min,Comedies,A story about Stranger.
s4703,TV Show,Breaking Bad 33,Christopher Nolan,"Tom Hanks, Brad Pitt, Leonardo DiCaprio",Germany,"May 3, 2013",2011,TV-MA,3 Season,"Sci-Fi & Fantasy, International Movies",A story about Breaking.
s4704,Movie,Narcos 10,Martin Scorsese,"Meryl Streep, Tom Hanks, Jennifer Aniston, Brad Pitt",United States,"February 6, 2011",2009,PG-13,104 min,International Movies,A story about Narcos.
s4705,Movie,Dark 25,David Fincher,"Leonardo DiCaprio, Cate Blanchett, Jennifer Aniston, Brad Pitt",India,"June 7, 2010",2010,TV-14,149 min,"Sci-Fi & Fantasy, Dramas",A story about Dark.
s4706,Movie,Money Heist 11,Ava DuVernay,"Cate Blanchett, Meryl Streep, Tom Hanks",Brazil,"July 27, 2022",2021,PG-13,124 min,"Dramas, Action & Adventure",A story about Money.
s4707,TV Show,Squid Game 10,David Fincher,"Brad Pitt, Tom Hanks, Cate Blanchett",France,"October 27, 2015",2013,TV-MA,4 Season,International Movies,A story about Squid.
s4708,Movie,Ozark 15,Christopher Nolan,"Leonardo DiCaprio, Meryl Streep, Tom Hanks, Jennifer Aniston",United States,"February 27, 2021",2021,R,86 min,Children & Family Movies,A story about Ozark.
s4709,Movie,Mindhunter 46,Ava DuVernay,"Brad Pitt, Tom Hanks",South Korea,"December 17, 2012",2011,PG-13,72 min,Comedies,A story about Mindhunter.
s4710,TV Show,Lupin 3,Martin Scorsese,"Tom Hanks, Meryl Streep, Cate Blanchett",Spain,"August 12, 2019",2019,TV-PG,5 Season,Children & Family Movies,A story about Lupin.
s4711,TV Show,Inception 28,Martin Scorsese,"Cate Blanchett, Tom Hanks, Meryl Streep, Leonardo DiCaprio",United States,"October 25, 2011",2010,PG,3 Season,"Comedies, Documentaries",A story about Inception.
s4712,Movie,The Irishman 4,,"Jennifer Aniston, Leonardo DiCaprio",United Kingdom,"November 9, 2011",2011,TV-14,156 min,International Movies,A story about The.
s4713,Movie,Bird Box 24,Martin Scorsese,"Leonardo DiCaprio, Brad Pitt, Tom Hanks",Japan,"June 14, 2014",2014,R,121 min,Dramas,A story about Bird.
s4714,Movie,Extraction 38,Martin Scorsese,"Tom Hanks, Cate Blanchett, Jennifer Aniston, Brad Pitt",United States,"April 2, 2010",2010,PG,89 min,"Documentaries, Dramas",A story about Extraction.
s4715,Movie,The Old Guard 26,Alfonso Cuarón,"Jennifer Aniston, Leonardo DiCaprio, Brad Pitt",India,"April 19, 2015",2015,R,138 min,International Movies,A story about The.
s4716,Movie,Bright 10,Ryan Murphy,"Cate Blanchett, Leonardo DiCaprio, Tom Hanks, Jennifer Aniston",United States,"December 26, 2012",2010,R,153 min,Sci-Fi & Fantasy,A story about Bright.
s4717,TV Show,Triple Frontier 1,,"Brad Pitt, Meryl Streep, Jennifer Aniston, Leonardo DiCaprio",Brazil,"March 1, 2014",2014,TV-PG,2 Season,"International Movies, Comedies",A story about Triple.
s4718,Movie,6 Underground 23,Guillermo del Toro,,France,"September 20, 2013",2012,G,108 min,"Documentaries, Dramas",A story about 6.
s4719,Movie,Project Power 5,Ava DuVernay,"Brad Pitt, Jennifer Aniston",Canada,"May 23, 2020",2018,TV-MA,92 min,Dramas,A story about Project.
s4720,Movie,Army of Thieves 10,Alfonso Cuarón,"Brad Pitt, Jennifer Aniston, Leonardo DiCaprio",Japan,"August 23, 2015",2014,R,107 min,Romantic Movies,A story about Army.
s4721,Movie,The Crown 19,,"Leonardo DiCaprio, Cate Blanchett, Tom Hanks, Jennifer Aniston",India,"November 9, 2016",2016,TV-PG,173 min,Children & Family Movies,A story about The.
s4722,TV Show,Stranger Things 14,,"Meryl Streep, Jennifer Aniston, Leonardo DiCaprio",United States,"November 5, 2011",2010,TV-MA,5 Season,"Action & Adventure, Thrillers",A story about Stranger.
s4723,Movie,Breaking Bad 26,Ava DuVernay,"Jennifer Aniston, Leonardo DiCaprio, Brad Pitt",United Kingdom,"June 13, 2014",2012,PG-13,174 min,"Dramas, Romantic Movies",A story about Breaking.
s4724,TV Show,Narcos 18,Martin Scorsese,"Brad Pitt, Meryl Streep",India,"February 24, 2022",2020,TV-PG,5 Season,Horror Movies,A story about Narcos.
s4725,Movie,Dark 32,Alfonso Cuarón,"Meryl Streep, Jennifer Aniston",Canada,"July 5, 2012",2012,TV-PG,118 min,Romantic Movies,A story about Dark.
s4726,Movie,Money Heist 12,Ryan Murphy,"Cate Blanchett, Leonardo DiCaprio, Brad Pitt",Canada,"November 20, 2017",2015,TV-PG,104 min,"Romantic Movies, Thrillers",A story about Money.
s4727,Movie,Squid Game 3,Guillermo del Toro,"Cate Blanchett, Tom Hanks, Leonardo DiCaprio, Meryl Streep",India,"May 11, 2021",2021,TV-14,165 min,Dramas,A story about Squid.
s4728,TV Show,Ozark 34,Ryan Murphy,"Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio",South Korea,"January 27, 2011",2010,TV-14,3 Season,"Action & Adventure, International Movies",A story about Ozark.
s4729,Movie,Mindhunter 39,,"Brad Pitt, Jennifer Aniston",United States,"May 26, 2020",2019,TV-MA,158 min,"Sci-Fi & Fantasy, Thrillers",A story about Mindhunter.
s4730,TV Show,Lupin 2,Ava DuVernay,"Meryl Streep, Tom Hanks, Brad Pitt, Jennifer Aniston",United States,"November 14, 2018",2018,TV-PG,2 Season,"Horror Movies, Comedies",A story about Lupin.
s4731,TV Show,Inception 10,,"Tom Hanks, Jennifer Aniston, Cate Blanchett",South Korea,"September 6, 2016",2014,NR,2 Season,Romantic Movies,A story about Inception.
s4732,Movie,The Irishman 40,David Fincher,"Cate Blanchett, Tom Hanks, Meryl Streep, Leonardo DiCaprio",United Kingdom,"March 21, 2017",2017,TV-PG,79 min,"Children & Family Movies, Action & Adventure",A story about The.
s4733,TV Show,Bird Box 41,,"Jennifer Aniston, Tom Hanks, Brad Pitt, Leonardo DiCaprio",United States,"May 23, 2018",2017,TV-14,5 Season,Dramas,A story about Bird.
s4734,TV Show,Extraction 4,,"Meryl Streep, Cate Blanchett, Jennifer Aniston",United States,"February 14, 2015",2014,TV-MA,2 Season,"Documentaries, Sci-Fi & Fantasy",A story about Extraction.
s4735,Movie,The Old Guard 12,,"Meryl Streep, Brad Pitt, Leonardo DiCaprio, Cate Blanchett",Canada,"January 1, 2012",2011,TV-14,92 min,Romantic Movies,A story about The.
s4736,Movie,Bright 15,Ava DuVernay,"Jennifer Aniston, Leonardo DiCaprio, Cate Blanchett, Meryl Streep",United States,"September 4, 2019",2017,R,124 min,"Documentaries, Comedies",A story about Bright.
s4737,TV Show,Triple Frontier 36,David Fincher,"Cate Blanchett, Leonardo DiCaprio, Jennifer Aniston, Tom Hanks",Spain,,2017,TV-PG,2 Season,"International Movies, Thrillers",A story about Triple.
